,Title,Content,Category
10,"
Kohli told me he wanted to enjoy his cricket, RCB will give that to him: Irfan 
","Ex-India cricketer Irfan Pathan has said Virat Kohli recently told him that he wanted to enjoy his cricket. Irfan added, ""RCB will give him that kind of pleasure...he'll definitely be an on-field mentor...and I think he'll enjoy that role."" Irfan further said, ""When you're a captain you're looking after the result...Kohli won't have that kind of responsibility he'll love that.""",sports
11,"
CSK have two options: Irfan Pathan on Faf du Plessis' replacement
","Ex-India all-rounder Irfan Pathan said Devon Conway or Robin Uthappa could fill in Faf Du Plessis' spot in Chennai Super Kings' batting order in IPL 2022. ""They've two options...Wankhede and CCI are good pitches, the ones you play in overseas, Conway looks very comfortable in that,"" Pathan said. ""If Conway doesn't play...Uthappa opens...you'll get...to play Maheesh Theekshana,"" he added.",sports
12,"
I'm at fault: Real Madrid manager Ancelotti after 4-0 loss vs Barca
","Following a 4-0 loss against Barcelona, Real Madrid manager Carlo Ancelotti said that his side was unrecognisable during the match and added everything went wrong for them. ""We have to forget...and move forward, we have a big lead [in La Liga]. I...am at fault,"" he stated. Despite the loss, Real Madrid are on top of the La Liga points table.  ",sports
13,"
Was a big deal for me to get picked by CSK in IPL mega auction: Dube
","Shivam Dube said it was big deal for him to get picked by Chennai Super Kings in the IPL 2022 mega auction. Dube revealed he had a word with MS Dhoni recently where the latter asked Dube to do a few things. ""I told him I'll...do justice. When Mahi bhai asks you to do something, consider it done,"" he added.",sports
14,"
I see leadership qualities in all: Shreyas in first address as KKR captain
","Giving his introductory speech as KKR skipper ahead of IPL 2022, Shreyas Iyer said he sees the leadership qualities in each and every player of the team. ""We need to care for each other as a team because there will be tough times...let us try and create that formidable relationship on and off...field and propel on the field,"" he stated.",sports
15,"
Warner has shown greatness, will have point to prove in IPL 2022: Karthik
","Picking David Warner as the player to watch out for in upcoming IPL, Dinesh Karthik said the DC batter has shown greatness in IPL over a period of time. He added that Warner will have a ""point to prove"" as his last year with SRH didn't go according to plan. Notably, the Australian opener is fifth-highest run-scorer in IPL history.",sports
16,"
Glad to be part of new IPL team, build it from scratch: KL Rahul on LSG
","KL Rahul, who will be leading Lucknow Super Giants in upcoming IPL after moving from Punjab Kings, said he's glad to be part of a new franchise and build it from scratch. ""I have never sat in meetings discussing each and every player, how we want to set up the franchise...there is so much that has happened,"" he added. ",sports
17,"
Winning and losing part of game, he gave his best: Lakshya Sen's mother
","Indian badminton player Lakshya Sen's mother Nirmala Sen praised her son's performance after he clinched silver medal at All England Open Badminton Championships 2022 on Sunday. ""Winning and losing are part of the game. Lakshya gave his best and becoming runner-up is a big achievement considering his age (20),"" said Nirmala. ""I'm confident of Lakshya making a comeback,"" she added. ",sports
18,"
If GT does well, I might get chance to play for India in WT20: Shubman Gill
","Gujarat Titans batter Shubman Gill, who's yet to feature for India in T20Is, has said if the franchise does well in IPL 2022, then he might be considered for the T20 World Cup later this year. ""I'd love to [open]...but if the team wants me to do a different role, I'm game,"" he added. Shubman scored 478 runs last season. ",sports
19,"
More than 25% crowd likely to be allowed in stadiums for IPL 2022: Reports
","IPL 2022 will reportedly have more than 25% of the capacity crowds at the venues. The tournament will be held from March 26 to May 29 across four venues in two cities of Maharashtra, Mumbai and Pune. It has also been reported that going ahead the stadiums will have more fans than the initial matches. ",sports
20,"
I was sick, took medication, but I'm happy: Khawaja on 91 in Lahore Test
","Australia batter Usman Khawaja has revealed that he was a bit sick and was getting medication during the breaks in his 91-run innings against Pakistan in the ongoing Lahore Test. ""I wasn't feeling well at all...[but] I just told myself, 'Just keep going, go as long as you can'...[and] I'm actually really happy with it,"" he stated.",sports
21,"
Surat has soil, climate conditions similar to Mumbai: CSK's Fleming
","Chennai Super Kings head coach Stephen Fleming said that his side is training in Surat because it offers similar red soil and climate conditions to Mumbai. ""To have this ground to ourselves and be able to have open wickets and long net sessions have been...valuable,"" he stated. CSK will begin their IPL 2022 campaign against KKR on March 26.",sports
22,"
Shahid Afridi is my favourite player, after that Shaheen: Nida Dar
","Pakistan Women all-rounder Nida Dar said Shahid Afridi and Shaheen Shah Afridi are her top two favourite players. ""So I celebrate like them,"" she added. Nida registered 4/10 to help her side claim their first win in ongoing Women's World Cup after defeating West Indies. Notably, Nida is the first Pakistani cricketer, male or female, to bag 100 T20I wickets.",sports
23,"
20-yr-old Swiatek wins her 5th women's singles title, becomes world no. 2
","Poland's Iga Swiatek defeated Greece's Maria Sakkari in straight sets to clinch the women's singles title at the Indian Wells on Sunday. With this win, the 20-year-old champion secured her fifth career title and moved up to the second spot in the world rankings. ""It's pretty crazy because I wasn't expecting to be in...final,"" Swiatek said.",sports
24,"
He's like a family member: Pant on DC head coach Ponting
","DC skipper Rishabh Pant said it's always special to meet head coach Ricky Ponting, adding it's like meeting a ""family member"". He added, ""Whenever he comes to the field he brings that energy out of everyone. Everyone looks up to him like he's gonna say something different."" Under Ponting, DC reached the IPL play-offs for third consecutive time last season.",sports
25,"
Hardik is a very interesting choice: Karthik on GT captain
","India wicketkeeper-batter Dinesh Karthik said he's keen to see how new franchise Gujarat Titans perform in upcoming IPL, calling their captain Hardik Pandya an ""interesting choice"". He added that Hardik has all the ""flamboyance"" and it remains to be seen whether he can transfer that into his teammates. ""He's going to be in a good nick,"" Karthik further said.",sports
26,"
You've shown remarkable grit: PM Modi to Lakshya on All England silver
","Following Indian shuttler Lakshya Sen's runner-up finish at 2022 All England Championships, PM Narendra Modi took to Twitter and wrote, ""Proud of you Lakshya! You've shown remarkable grit and tenacity. He added, ""You put up a spirited fight...I'm confident you'll keep scaling new heights of success."" Sachin Tendulkar tweeted, ""There're no failures in life. You either win or you learn,""",sports
0,"
When is a Test match pitch rated 'below average'? 
","As per ICC, a pitch is rated 'below average' when it has either very little carry and/or bounce and/or more than occasional seam movement, or occasional variable (but not excessive or dangerous) bounce and/or occasional variable carry. ""A pitch...with...these features...cannot be rated in higher category regardless
of the amount of turn it displays at any stage,"" the rule further states.",sports
1,"
We stopped feeling normal: KL Rahul on bio-bubbles
","Talking about bio-bubbles during cricket tours amid the pandemic, KL Rahul said, ""I was quite okay initially, but I think the last series and the West Indies series at home really got to me."" He added, ""You need your family, your friends to just feel normal. We stopped feeling normal. We had to sleep, wake-up, go to the ground.""",sports
2,"
Now I'll sue all in UK, then see the fun: Lalit Modi on Bombay HC ruling in favour of him
","After the Bombay High Court declared that the ₹425 crore Facilitation Fee in IPL broadcast rights case was legal and all parties, including BCCI, were aware of it, ex-IPL Chairman Lalit Modi said, ""Today I feel vindicated as justice is delivered."" ""Now I will sue all in UK, then see the fun,"" he told Cricbuzz. ",sports
3,"
Kraigg Brathwaite breaks record for playing most deliveries in a Test by a West Indian
",West Indies captain Kraigg Brathwaite has broken the record for playing most deliveries in a Test match by a West Indian. The 29-year-old played a total of 673 deliveries in the second Test against England in Barbados. He surpassed the previous record of 582 deliveries set by Brian Lara against England in 2004.,sports
4,"
Steve Smith gets angry due to buggy camera, video goes viral
","Australia vice-captain Steve Smith got angry after being distracted by a buggy camera while batting in the first innings of the third Test against Pakistan in Lahore. A video has gone viral showing Smith gesturing towards the camera at the midwicket boundary. ""One thing is for sure, Smith has the best peripheral vision,"" the commentator said.",sports
5,"
Lakshya Sen wins silver at All England Open, loses to world no. 1 Axelsen in final
","India's 20-year-old shuttler Lakshya Sen won the silver medal at All England Open Badminton Championships 2022, bagging India's first medal in men's singles in the tournament in 21 years. World number one men's player Viktor Axelsen of Denmark defeated Lakshya with a scoreline of 21-10, 21-15 to win his second All England Open title.",sports
6,"
What are the different ratings for pitches in Test cricket?
","As per ICC, pitches in Test cricket have six specific ratings. Referees can rate pitches as very good, good, average, below average, poor or unfit. A pitch can be rated unfit if it is dangerous. An unfit pitch is given five demerit points, while poor pitches are given three demerit points. A below average pitch is given one demerit point.",sports
7,"
Aryan, Jahnavi & Suhana are not just the future but present of KKR: Juhi
","Actress Juhi Chawla's daughter Jahnavi participated in this year’s IPL auction ceremony. When asked if Jahnavi and actor Shah Rukh Khan's children, Aryan Khan and Suhana Khan can be tagged as the future of KKR, Juhi said, ""Not just...future, they're...present of the team."" ""It's...funny how there was a time when our kids would be...home and we'd be on...screen,"" she added.",sports
8,"
Mandeep Singh's last-minute goal helps India beat Argentina 4-3
",Striker Mandeep Singh's last-minute goal helped India beat Argentina by 4-3 in the FIH Pro League match in Bhubaneswar on Sunday. Argentina were trailing 0-2 at half-time but the 2016 Olympic champion managed to equalise in the final quarter until Mandeep scored with just 26 seconds remaining. Defender Varun Kumar was named the 'Player of the Match' for his performance.,sports
9,"
A lot has been said, what I'll do to silence them is perform: Andre Russell
","West Indies all-rounder Andre Russell, who was retained by KKR ahead of the mega auction, has said he's proud to play for the franchise in the upcoming IPL season. ""A lot has been said about me...But, what I'll do to silence them, is perform...kill the negativity with kindness,"" said Russell, who scored 183 runs in 10 games last season. ",sports
10,"
Barcelona end 5-match losing streak vs Real Madrid with 4-0 win in El Clasico
",Barcelona ended their five-match losing streak against Real Madrid with a 4-0 win in Sunday night's El Clasico. Ex-Arsenal striker Pierre-Emerick Aubameyang scored twice while Ronald Araujo and Ferran Torres added a goal each. The victory is Barcelona's seventh in their last eight games across competitions. They are now placed third on the La Liga points table with 54 points. ,sports
11,"
Barcelona are back, it was important to end losing streak: Xavi on Madrid win
","After Barcelona registered their first win against Real Madrid in three years, manager Xavi Hernandez said the future looks bright for the club. ""I'm happy because we were much better than Real Madrid. We played a spectacular match...nights like this are those you never forget,"" he added. Barcelona defeated Madrid 4-0 to secure their seventh win in last eight games.",sports
12,"
NZ Women assistant coach Oram leaves Women's World Cup midway
",New Zealand Women assistant coach Jacob Oram left the squad in the middle of the ongoing ICC Women's World Cup on Monday. The former cricketer had to leave after learning that his family members have tested COVID-19 positive. The White Ferns have won just two out of their six games and are currently placed sixth on the points table.,sports
13,"
Looking forward to playing alongside Rashid Khan in IPL 2022: Tewatia
","Rahul Tewatia, who will be playing for Gujarat Titans in the IPL 2022, said that he's looking forward to sharing the dressing room and playing alongside Afghanistan's Rashid Khan. ""Rashid is a mystery bowler so will try to add a little mystery in my bowling,"" Tewatia added. The all-rounder was bought by Gujarat for ₹9 crore in the mega auction.",sports
14,"
His leg-side play, flicks are wonderful: Sangakkara on RR's Padikkal
","Asked about any aspect of game he'd like to have from Devdutt Padikkal, RR Director of Cricket Kumar Sangakkara said the batter's leg-side play and flicks are wonderful. ""He's such an exciting player, so accomplished. I just want him to know how valuable he is for...team"" he added. Padikkal was bought by RR for ₹7.75 crore in mega auction 2022.",sports
15,"
They're never flustered: Cummins on Kohli, Babar, Root, Williamson
","Commenting on similarities between top batters in the world including Virat Kohli, Kane Williamson, Joe Root and Babar Azam, Australia Test captain Pat Cummins said they're ""never flustered"" and are happy to bat for long periods of time. ""All know their game incredibly well...if there's an opportunity, they get off the mark pretty quickly, start accumulating...runs really quickly,"" he stated.",sports
16,"
Federer is guitar solo, Nadal, Serena are like heavy metal: Musician Wentz
","Asked to describe musical comparisons of playing styles of Roger Federer, Rafael Nadal and Serena Williams, musician Pete Wentz said Federer is a ""guitar solo"" and for Nadal and Serena their game resembles ""heavy metal"". He added, ""When you see Federer play, you're seeing something that's so incredibly beautiful."" Wentz is bassist and lyricist for rock band Fall Out Boy.",sports
17,"
Till Deepak Chahar comes into playing XI, CSK need to rely on Hangargekar: Irfan
","Ex-India cricketer Irfan Pathan has said CSK need to rely on uncapped pacer Rajvardhan Hangargekar till Deepak Chahar becomes available for playing in the upcoming IPL season. ""You know Hangargekar is a fantastic young talent...CSK have MS Dhoni...behind the stumps and that makes things a lot easier...So, I feel they nearly found some sort of replacement,"" Irfan added.",sports
18,"
It's better not to say anything about Dhoni, he's one-man army: Saba Karim
","Ex-India cricketer Saba Karim has said it's better not to speculate whether IPL 2022 will be MS Dhoni's last or not. ""How many matches will he play, how many more years will he play, it's very difficult to say...because he's a player who's a one-man army,"" he stated. ""We will have to wait this season at least,"" Karim added. ",sports
19,"
Irrespective of being RR captain, Samson is among best T20 players: Sangakkara
","RR's Director of Cricket and head coach Kumar Sangakkara has praised their captain Sanju Samson, stating that the 27-year-old has natural leadership qualities. ""Irrespective of being RR captain, he's one of the best T20 players...He's a captain who is willing to admit that he doesn't know everything as yet and he is going to grow into it,"" Sangakkara added. ",sports
20,"
PSG lose 0-3, suffer their worst defeat against Monaco in 23 years
","Ligue 1 leaders Paris Saint-Germain (PSG) were beaten 0-3 by Monaco, with forward Wissam Ben Yedder scoring two goals. This was Monaco's biggest league win against PSG since 1999, according to Ligue 1 statistics. Notably, PSG took the field on Sunday without Lionel Messi and Sergio Ramos. PSG are placed top of the Ligue 1 table with nine matches remaining.",sports
21,"
Australia name Daniel Vettori as spin consultant for ODIs, T20I vs Pak
","Former New Zealand captain Daniel Vettori has been appointed as Australia's spin consultant for the white-ball leg of their ongoing series against Pakistan. Australia are currently playing their third and final Test against Pakistan in Lahore, which will be followed by a three-match ODI series, beginning on March 29. Australia will also play a lone T20I on April 5. ",sports
22,"
B'desh pacer Taskin Ahmed likely to join LSG as Mark Wood's replacement
","LSG are likely to sign Bangladesh pacer Taskin Ahmed as Mark Wood's replacement for the upcoming IPL season. Wood, who was bought by LSG for ₹7.5 crore in the auction, was ruled out of the tournament after suffering an injury on his right elbow during the ongoing Test series between England and WI. Taskin has 23 wickets in 33 T20Is. ",sports
23,"
Numbers are part of journey not destination: Ashwin on 442 Test wickets
","Ravichandran Ashwin, who recently became India's second highest wicket-taker in Tests after he surpassed Kapil Dev's tally of 434 wickets, said it's humbling to see what he's been able to do in terms of numbers. The off-spinner added that numbers are a part of journey rather than the destination. Ashwin has taken 442 wickets from 86 Tests so far.",sports
24,"
Taylor Fritz ends Nadal's 20-match winning streak to win Indian Wells title
","American player Taylor Fritz ended 21-time Grand Slam champion Rafael Nadal's 20-match winning streak to win the BNP Paribas Open. Fritz, who had an injured ankle, defeated Nadal 6-3, 7-6 (7-5) to claim his career's second ATP Tour trophy. ""This is just one of those childhood dreams you just think would never come true,"" said Fritz.",sports
25,"
IPL is the biggest domestic tournament in the world: Sam Billings
","Kolkata Knight Riders' Sam Billings has said that IPL is the biggest domestic tournament in the world. ""It's my sixth year and absolutely love playing over here in India...It's an honour to play here,"" Billings added. KKR bought the wicketkeeper-batsman for ₹2 crore in the IPL 2022 mega auction. The 30-year-old has previously played for CSK and DC.",sports
26,"
It was a tough call: Rahul on leaving PBKS after IPL 2021
","LSG's newly-appointed captain KL Rahul has opened on leaving PBKS after four years, stating that it was a tough call but he wanted to see if there's a ""new journey"" for him. ""Wanted to see what's in store for me...I've been attached to Punjab for a long time...[but] I wanted to see if I can do something else,"" Rahul explained. ",sports
0,"
Bengaluru pitch used for India-Sri Lanka Test rated below average by ICC, venue penalised
","The pitch used for India-Sri Lanka Day-Night Test at M Chinnaswamy Stadium in Bengaluru has been rated below average by ICC. Consequently, the venue has received one demerit point. ICC match referee Javagal Srinath said, ""Pitch offered a lot of turn on first day itself and though it improved with every session...it wasn't an even contest between bat and ball.""",sports
1,"
Leclerc wins F1 2022 season-opening race, Max Verstappen fails to finish
","Ferrari driver Charles Leclerc won the Bahrain Grand Prix, the first race of Formula One 2022 season, with his teammate Carlos Sainz finishing second. Meanwhile, Formula One 2021 champion Max Verstappen failed to finish the race due to a mechanical issue with his car. Seven-time world champion Lewis Hamilton finished third after Sergio Perez spun in the last lap.",sports
2,"
Shane Warne given lap of honour at private funeral in Melbourne, pics surface
","Shane Warne's family and friends bid the cricketing legend farewell at a private funeral in Melbourne on Sunday. Warne's three children and parents were joined by around 80 guests, including Michael Clarke and Michael Vaughan, at the service. Warne was given a lap of honour at St Kilda's home ground with Coldplay's 'Fix You' playing in the background.",sports
3,"
Hyderabad FC clinch their maiden ISL title after defeating Kerala Blasters on penalties
",Hyderabad FC defeated Kerala Blasters 3-1 on penalties in final to win their maiden Indian Super League (ISL) title. Rahul KP scored for Kerala Blasters in 68th minute before Hyderabad FC's Sahil Tavora equalised in 88th minute as the match went to extra time and then penalties. Kerala Blasters have now lost all of their three finals in ISL.,sports
4,"
New colours, same commitment: LSG skipper KL Rahul practices for IPL
","Lucknow Super Giants skipper KL Rahul took to Twitter to share pictures of him practising in the nets ahead of the upcoming season of IPL. ""New colours, same commitment,"" he wrote. The 29-year-old, who earlier represented PBKS, was bought by LSG for ₹17 crore before IPL mega auction 2022. With 626 runs, Rahul was top-scorer for PBKS in IPL 2021.",sports
5,"
We need to focus on what we need to get ready for 1st game: DC coach Ponting 
","DC head coach Ricky Ponting has said he's focusing on what they need to get ready for their match of IPL 2022. He added, ""I had a great first session with the players. There's an energetic vibe around the team."" Ponting further said, ""I'm going to have breakfast, lunch and dinner with all the younger guys that I don't know.""",sports
6,"
Police should give security for matches after recovering dues from MCA: Activist
","An RTI activist, Anil Galgali, has written to Mumbai Police Commissioner Sanjay Pandey urging him to provide security for cricket matches only after recovering dues from the Mumbai Cricket Association (MCA). Galgali alleged that the MCA has not paid dues worth ₹14.82 crore to the Mumbai Police in the past eight years even after receiving 35 reminders of recovery.",sports
7,"
There's big potential in RR to win the IPL 2022: Shimron Hetmyer
","Rajasthan Royals batter Shimron Hetmyer opined that his franchise has the potential to win the IPL this year. Hetmyer, who has previously played for Delhi Capitals, was bought by Rajasthan Royals for ₹8.5 crore in the mega auction. ""There's no pressure of the price tag on me, it's a challenge to help the Royals when I'm out there,"" he added.",sports
8,"
Treated Indian Wells semis vs Alcaraz like playing vs a top-8 player: Nadal
","Following his semi-final win against world number 19 Carlos Alcaraz in Indian Wells, 21-time Grand Slam champion Rafael Nadal said it was a ""good match"". He added, ""I didn't treat the match like I was facing a young player at all, but rather like I was playing against a top-eight player."" Nadal beat 18-year-old Alcaraz 6-4, 4-6, 6-3 on Saturday.",sports
9,"
He was one of the best ever for India: GT's Dayal on head coach Nehra
","GT pacer Yash Dayal said having Ashish Nehra as head coach is great for the franchise as he has seen it all as a player and a coach in IPL. ""As a left-arm fast bowler, he [Nehra] was one of the best ever for India,"" he added. The 24-year-old left-arm pacer will be making his IPL debut in upcoming season.",sports
10,"
AC Milan players racially abused by crowd: Manager Stefano Pioli 
","AC Milan goalkeeper Mike Maignan and defender Fikayo Tomori were racially abused by Cagliari club supporters during their 1-0 Serie A win on Saturday, manager Stefano Pioli said. ""Mike told me it was possible to hear some insults from behind the goal...Tomori also told me the same thing,"" Pioli added. However, Cagliari's Joao Pedro denied hearing any racist comments. ",sports
11,"
Spinners need to learn to perform in all conditions: Saeed Ajmal 
","Talking about flat pitches used in Rawalpindi and Karachi in the first two Pakistan-Australia Tests, ex-Pakistan spinner Saeed Ajmal said spinners need to learn to perform in all conditions. ""If you want to complain about 'flat pitches'...you should quit cricket,"" he added. This comes as Pakistan spinner Nauman Ali is the leading wicket-taker in the ongoing series with seven wickets.",sports
12,"
Hope it's start of something amazing: Pooran on joining SRH ahead of IPL
","On joining SRH's squad ahead of upcoming IPL 2022, wicketkeeper-batter Nicholas Pooran, who was bought by the franchise for ₹10.75 crore, said he hopes it's the start of something amazing. ""I've had a chat with the coaches and Brian Lara [head coach] a bit...he (Brian) is one of the best batsmen in the world that I've ever seen,"" he added.",sports
13,"
Excited to work with Sangakkara, Malinga and Boult: RR's Saini
","Pacer Navdeep Saini, who was bought by RR for ₹2.6 crore in the IPL mega auction, has said he's excited to work with Kumar Sangakkara and Lasith Malinga and play alongside Trent Boult in the upcoming season. ""I'm coming into this season on the back of a lot of hard work,"" he stated. Saini played only two matches last season. ",sports
14,"
I was nervous playing against Nadal: Alcaraz on semi-final loss
","Carlos Alcaraz, speaking about his semi-final loss against Rafael Nadal at the Indian Wells, said that he was nervous during the match. ""In the whole match, I was thinking...I'm playing against Nadal,"" Alcaraz stated. He further said, ""The next time I will play more calmly and more relaxed. If you are playing against [Nadal], you have to be calm."" ",sports
15,"
I'm highly hopeful of performing: Babar on playing first-ever Test in Lahore
","Ahead of third Pakistan-Australia Test, Pakistan captain Babar Azam said he's ""highly"" hopeful of performing in his first-ever Test at his home-ground in Lahore. He added that he can't explain the feeling of playing in front of the home crowd. The 27-year-old played his highest Test innings (425-ball 196) in last match in Karachi. The Test will begin on Monday.
",sports
16,"
Nadal beats 18-yr-old compatriot Alcaraz to enter Indian Wells final
","Rafael Nadal defeated 18-year-old Carlos Alcaraz 6-4, 4-6, 6-3 in the all-Spanish clash to enter the singles final of the Indian Wells. Praising the 19th ranked player's performance, Nadal said, ""It was just so difficult to stop him (Alcaraz) with his amazing shots."" The 35-year-old Spaniard will meet US' Taylor Fritz in his fifth Indian Wells final on Sunday.",sports
17,"
I love to see 150 kmph being clocked on the big screen: Meredith
","Australia fast bowler Riley Meredith, in an introduction video posted by Mumbai Indians' official YouTube channel, said, ""I love to see 150 kmph being clocked on the big screen."" Meredith stated that bouncer is his favourite delivery. The 25-year-old, who previously played for Punjab Kings, was bought by Mumbai Indians in the IPL 2022 mega auction for ₹1 crore.",sports
18,"
Thought Ronaldo would stay in the club: Juventus CEO Arrivabene
","Recalling Cristiano Ronaldo's transfer in 2021, Juventus CEO Maurizio Arrivabene has said that he thought the Portuguese footballer would stay in the club. ""I saw a motivated Ronaldo on the first days of the pre-season...but then he took a different decision and we know what happened,"" he added. Ronaldo joined Premier League club Manchester United last year.",sports
19,"
It's gut-wrenching: NZ's Amy Satterthwaite on one-wicket loss vs Eng
","Talking about New Zealand's one-wicket loss to England in the Women's ODI World Cup, New Zealand's Amy Satterthwaite said, ""It's pretty gut-wrenching to get that close...and feel like you're standing on the edge of the cliff."" ""It's never...nice position to be in when you're relying on other results...today, we felt like we still had it in our control,"" she added.",sports
20,"
Indian cueist Pankaj Advani wins 8th Asian Billiards C'ship title
","Indian cueist Pankaj Advani defeated compatriot Dhruv Sitwala 6-2 to win his eighth title at 19th Asian Billiards Championship 2022 on Saturday in Doha, Qatar. Overall, it was the 24-time world champion's 12th Asian title. ""This isn't a quadrennial event, it tests you every single year, every single match!"" said Pankaj. Notably, it was 36-year-old Pankaj's 41st international title.",sports
21,"
It's not about wickets, it about how you play: Akhtar recalls chat with Warne
","Ex-Pakistan pacer Shoaib Akhtar has said he once asked Shane Warne if his career would be defined by the number of wickets he has taken. ""Warne said, 'No Shoaib, people remember how you play the cricket...It's not how many wickets you've taken, it's the way you played the game',"" recalled Akhtar. Warne died of a heart attack earlier this month. ",sports
22,"
US pair of Jack Sock, John Isner win men's doubles title at Indian Wells
","The American pair of Jack Sock and John Isner won the men's doubles title at the Indian Wells on Saturday. The pair defeated Santiago Gonzalez and Edouard Roger-Vasselin in straight sets 7-6(7-4), 6-3. Notably, the women's doubles title was won by the Chinese pair of Xu Yifan and Yang Zhaoxuan who also defeated their opponents in straight sets.",sports
23,"
Very important day: Karthik on 8-ball 29* in 2018 Nidahas Trophy final
","Recalling his match-winning knock of 8-ball 29* in 2018 Nidahas Trophy final against Bangladesh, India wicketkeeper-batter Dinesh Karthik said, ""It's a very important day in my life."" He added, ""Two overs and 34 runs- as a batter you're thinking 'how many boundaries can I hit?'"" With five needed off final delivery, he hit a six. India won by four wickets.",sports
24,"
He's in form at the moment: KKR's Cummins on captain Shreyas ahead of IPL
","Talking about KKR captain Shreyas Iyer, teammate Pat Cummins said he's a calm guy and seems ""in form"" at the moment. Cummins recalled sharing the dressing room with Shreyas during IPL 2017. ""Shreyas, I played with at Delhi (Daredevils), we got on really well,"" he added. Cummins was bought back by KKR for ₹7.25 crore at IPL mega auction 2022.",sports
25,"
He just stands and hits them out of park: KL Rahul on Shreyas Iyer
","Praising Shreyas Iyer for his ability to tackle spin and putting spinners under pressure, LSG skipper KL Rahul said he ""dreads"" KKR captain when his side plays against them in upcoming IPL. ""He's one of the players who doesn't really step out too much...is a tall boy, so has a long reach. He just stands...hits them out of...park,"" he stated.",sports
26,"
Reigning world champion Yamaguchi wins maiden All England title
","Reigning world champion Akane Yamaguchi won her maiden All England Championships women's singles title in Birmingham on Sunday. The 24-year-old second seed defeated fourth seed An Seyoung 21-15, 21-15 of Korea in 44 minutes. Yamaguchi had reached the final in 2018 but lost to Tai Tzu Ying. It's the Japanese shuttler's 18th career and a ninth world tour title. 
",sports
0,"
IPL created the market: Uthappa to Pakistani journalist glorifying PSL over IPL
","CSK batter Robin Uthappa responded to a Pakistani journalist who tried to glorify PSL over IPL. ""One has to admit PSL gained worldwide popularity more quicker in an era when other boards had introduced their leagues too whereas there was no competitor in the market when IPL was born,"" the journalist had written. Uthappa responded, ""IPL created the market!""",sports
