,Title,Content,Category
10,"
US toy company raises money for Ukraine with Zelenskyy's 'Lego' figures
","A Chicago artist has designed a Lego-style figurine of the Ukrainian President Volodymyr Zelenskyy in a bid to raise money for Ukraine. Joe Trupia, the owner of Citizen Brick, a toy manufacturing company, has no personal connections to the war but felt compelled to help. Citizen Brick has raised over $145,000 and donated it to a charity organisation helping Ukraine. ",business
11,"
UK's luxury department store Harrods admits to 'mistakenly' selling Russian vodka
","Luxury British department store Harrods admitted that it ""mistakenly"" sold an expensive brand of Russian vodka, having previously removed the bottles after sanctions against Russia due to the Ukraine war. Harrods spokesperson said, ""After an inquiry by a customer, it was mistakenly brought out of stock and given to the customer. This was an error and shouldn't have happened.""",business
12,"
US is offering rewards of up to $5 million for info on Russian oligarchs' assets
","The US government is offering rewards of up to $5 million for anyone who can provide information leading to the seizure of assets belonging to Russian oligarchs. Under the program, assets can include yachts, jets, and properties situated in the US. The government has also provided names of 28 Russians, for which they are interested in receiving information. ",business
13,"
Condom sales surge in Russia amid Western sanctions & fear of shortage
","Amid Western sanctions and fear of shortage, sales for condoms have surged in Russia. The country’s largest online retailer Wildberries saw condom sales surging 170% in the first two weeks of March as compared with last year. Pharmacy chain 36.6 also reported a 26% jump in its sales. Meanwhile, a government official said a shortage of this product isn't expected. 
",business
14,"
Jhunjhunwala purchased 12 apartments for ₹371 crore to build his new home: Report
","Billionaire Rakesh Jhunjhunwala bought 12 apartments in Ridgeway Apartments Malabar Hill to build his new multi-storey home currently being built in Mumbai, Moneycontrol reported. He paid ₹176 crore in 2013 for the first six apartments and ₹195 crore in 2017 for the next six. Jhunjhunwala's new home will spread across 70,000 square feet and will also have a banquet hall.",business
15,"
Jhunjhunwala's multi-storey mansion to have living room larger than 3BHK: Report
","Billionaire Rakesh Jhunjhunwala's 70,000 sq ft multi-storey Mumbai residence will have living and dining rooms larger than the size of 3BHK apartments in luxury projects, Moneycontrol reported. ""His master bedroom of 731 square feet is 20% bigger than the average 2BHK,"" it added. The 4th floor will have a banquet hall and the 10th floor will have four guest bedrooms.",business
16,"
India's forex reserves decline by $9.6 bn in biggest weekly drop in 2 yrs
","India's foreign exchange reserves declined by $9.646 billion to $622.275 billion in the week ending March 11, marking its biggest weekly drop in nearly two years, data shared by the Reserve Bank of India showed. The decline was on account of a fall in foreign currency assets (FCA), a major component of the overall reserves, which decreased by $11.108 billion.",business
17,"
Future Retail to hold shareholder meeting to vote on Reliance deal in April
","Future Group companies, including Future Retail, have informed the stock exchanges that they will convene meetings of their respective shareholders and creditors in April to vote on the ₹24,713-crore deal with Reliance Retail. The development comes amid Reliance Industries' takeover of Future's stores. Future has said it's committed to taking all actions for the reversal of takeover of stores.",business
18,"
Elon Musk among witnesses in Johnny Depp & Amber Heard's court case
",World's richest person Elon Musk has been included in list of witnesses slated to testify in a defamation lawsuit filed by Johnny Depp against his ex-wife Amber Heard. Depp has alleged that Heard had an extra-marital affair with Musk and James Franco while they were married. Both Musk and Franco are scheduled to testify virtually during the trial next month.,business
19,"
PayPal expands services for Ukrainian users, waives transaction fees
","PayPal said it is expanding services in Ukraine and Ukrainians will now be able to send and receive money from friends and family. Earlier, PayPal users in Ukraine could only send money internationally from their accounts and not receive it. PayPal is also waiving transaction fees for remittances to Ukrainian accounts.",business
20,"
No proposal from RBI on crypto trading mechanism yet: Govt
","Minister of State for Finance Pankaj Chaudhary on Monday said the RBI has not yet proposed any mechanism for the trading of crypto assets. He said the cryptocurrency sector's legal framework ""may be finalised only after all aspects are carefully examined"". Finance Minister Nirmala Sitharaman had earlier proposed a 30% tax on income earned from crypto transactions in Budget 2022.",business
21,"
Renault resumes production at Moscow plant
","French automobile manufacturer Renault has resumed production at its plant in Moscow. Renault suspended operations at its car assembly plant in Moscow in late February due to logistics bottlenecks that caused component shortages. According to ratings agency Fitch, Renault generated 10% of its revenue and around 12% of its operating profit margin in the country in 2021.",business
22,"
Working for Jeff Bezos was relentless, unforgiving: Former assistant
","Amazon Founder Jeff Bezos' former executive assistant Ann Hiatt said working for Bezos was ""relentless"" and the environment could be ""unforgiving"". She told Insider, ""In a single word (relentless), is who he is and who he wants his employees and...company to be."" Notably, Bezos initially thought of naming the e-commerce giant 'Relentless.com' and the domain still leads to Amazon's website.",business
23,"
Appalling and awful: UK FM on ferry firm firing 800 staff over Zoom
","UK's Finance Minister Rishi Sunak said the way that P&O Ferries has treated its workers is appalling and awful. The UK-based ferry company last week fired 800 employees without any warning over a Zoom video. According to a report by Sunday Times, several government ministers were aware of the company's plans to fire employees before P&O Ferries' staff was informed.",business
24,"
Saudi Aramco's net profit more than doubles to $110 billion in 2021
","Oil giant Saudi Aramco on Sunday reported that its annual net profit for 2021 has more than doubled amid soaring crude oil prices. Aramco said its net profit increased by 124% to $110 billion in 2021, compared to $49 billion in 2020. The company has further announced that it plans to boost its capital expenditure to $40-$50 billion this year.",business
25,"
Working to improve tax literacy & number of taxpayers: CBDT chief
","CBDT Chairman JB Mohapatra said the Income Tax department is working to improve the ""abysmally poor"" tax literacy in the country to increase the number of taxpaying entities and enhance collections. ""Banks have invested in expanding the banking knowledge of the people. That thing has not happened in (income) tax and that is on top of our mind,"" he said.",business
26,"
Govt plans to merge BBNL and BSNL this month: BSNL chief
","Bharat Sanchar Nigam Limited (BSNL) Chairman and MD PK Purwar said the government has decided to merge BSNL and Bharat Broadband Nigam Limited (BBNL) this month. He added that the government has given BSNL an opportunity to turnaround their losses. With the proposed merger, BSNL will get 5.67 lakh kilometre of optical fibre network laid across 1.85 lakh village panchayats.",business
0,"
Indian firms may replace Western pharma companies leaving Russian market: Russia
","Indian firms may replace Western pharmaceutical companies leaving the Russian market over Ukraine war, Russian envoy to India Denis Alipov told the Rossiya 24 broadcaster. The newly appointed Russian envoy added that India is a ""world pharmacy"". Earlier this month, Alipov had said that Moscow welcomed the independent foreign policy of India amid the Russia-Ukraine conflict.",business
1,"
What could become costlier in India due to the war in Ukraine?
","Global prices of commodities and fuel have soared to unprecedented levels amid the war in Ukraine. Edible oil, food grains, corn could become costlier in India due to the war. Rare metals such as nickel, platinum, palladium, and gold could become costlier as Russia is one of the biggest exporters, and sanctions have stopped the metals from reaching global market.",business
2,"
I-T dept makes highest tax collection in its history in 2021-22
","The Income Tax department has made the highest tax collection in its history in 2021-22, according to CBDT Chairman JB Mohapatra. The direct tax collection numbers for current financial year stand at ₹13.63 lakh crore as against over ₹9 lakh crore in 2020-21, he said. ""The year-on-year net collections today is more by 48.4% over 2020-21,"" he added.",business
3,"
LG suspends all shipments to Russia amid war with Ukraine
","South Korean multinational conglomerate LG Electronics has announced that it's suspending all shipments to Russia amid its invasion of Ukraine. LG added that it will continue to keep a close watch on the situation as it unfolds. ""We are deeply concerned for the health and safety of all people, and LG remains committed to supporting humanitarian relief efforts,"" LG stated.",business
4,"
Russian fast-food chain reveals logo nearly identical to McDonald's
","A Russian fast-food chain called Uncle Vanya has filed to trademark a logo that looks nearly identical to Golden Arches of McDonald's. The logo that shows the Cyrillic letter 'Ve', representing 'V' in Vanya, also uses the red and yellow colour scheme associated with McDonald's. After McDonald's shut 850 restaurants, Russia's State Duma suggested replacing it with Uncle Vanya.",business
5,"
Ukrainian CEO featured in Forbes' rich list stays behind in Kharkiv to help rescuers
","A Ukrainian businessman, ranked among wealthiest Ukrainians, chose to stay back in Kharkiv to help local defenders and rescuers, a media report said. Vsevolod Kozhemyaka, CEO of Agrotrade Group, has been posting images and videos related to attacks on Kharkiv on Instagram. He was on the 88th spot in Forbes' list of 100 richest people in Ukraine in 2020.",business
6,"
Want to shut all 800 restaurants but our Russian partner refused: Burger King owner
","Restaurant Brands International, the parent company of Burger King, said it wants to immediately shut all its 800 restaurants in Russia but its Russian joint venture partner has ""refused"" to do so.  ""We can't unilaterally suspend operations"" because it's a ""complicated legal process"", it added. Earlier, the company suspended corporate support for Russian locations amid Ukraine's invasion. ",business
7,"
'Skip Intro' button used 136 mn times a day, saves users’ 195 years: Netflix
","In a blog post, Netflix has revealed that its 'Skip Intro' button is pressed about 136 million times each day, saving users across the world a cumulative time of 195 years. Explaining how the ‘Skip Intro’ feature was created five years ago, Netflix stated that 15% of the time customers were manually advancing the series within the first five minutes. 
",business
8,"
₹2,000 cash found at unicorn founder's home after 3-day I-T raid on Infra.Market
","The I-T department conducted a three-day raid at the offices of unicorn startup Infra.Market and the residences of Founders Souvik Sengupta and Aaditya Sharda. It found ₹2,000 in cash and jewellery worth ₹1.2 lakh at Sengupta's residence and cash and jewellery worth ₹20 lakh each at Sharda's residence. No unaccounted cash or assets were found at its offices, Moneycontrol reported.",business
9,"
This looks superb and so inviting: Mahindra on pics of new highway in Manipur
","Mahindra Group Chairman Anand Mahindra has praised a new highway built in Manipur. Retweeting a post by Union Minister Nitin Gadkari that featured a few photos of the Wangjing-Khonkhang section of NH-39 in Manipur, Mahindra wrote, ""This looks superb and so inviting. The magic of Manipur is now much more accessible. These highways will knit India together even more tightly.""",business
10,"
India & Sri Lanka sign agreement for a $1-billion line of credit
","The State Bank of India (SBI) will provide a $1-billion credit facility to Sri Lanka for the procurement of food, medicines and other essential items, the Union Finance Ministry said on Thursday. Finance Minister Nirmala Sitharaman and External Affairs Minister S Jaishankar met Sri Lankan Finance Minister Basil Rajapaksa in Delhi. The ministers discussed wide-ranging issues, the ministry added.",business
11,"
Quess Corp Founder donates ₹105 cr to IISc to set up centre for public health
","Quess Corp Founder Ajit Isaac and his wife Sarah have committed ₹105 crore to establish a Centre for Public Health at the Indian Institute of Science (IISc), Bengaluru. The centre will be a part of the postgraduate medical school and it will be operational by 2024. Earlier, Mindtree Co-founders donated ₹425 crore to IISc to establish the medical school.",business
12,"
I don't know how to live: Russian oligarch after being sanctioned by EU, UK
","A Russian oligarch revealed that he doesn’t know how to live, days after he was sanctioned by the European Union and the UK. Mikhail Fridman, whose net worth was $14 billion before the war, is now worth around $10 billion. Fridman, a co-founder of the London investment firm LetterOne, added, ""I don't understand the logic behind punishing me.""",business
13,"
Ferry firm that fired 800 workers on Zoom call can face unlimited fine: UK govt
","UK Business Secretary Kwasi Kwarteng wrote to P&O Ferries, a shipping company that fired 800 employees over a three-minute Zoom call. Kwarteng said failure to give sufficient notice of large-scale redundancies, via the Insolvency Service and the Redundancy Payment Service, ""is a criminal offence and can lead to an unlimited fine"". Meanwhile, protests erupted against P&O Ferries across UK ports. 
",business
14,"
Ukrainian bridal gown brand is now making military nets, vests for soldiers
","A Ukrainian brand known for its wedding gowns is now also producing military nets and assault vests for the country's soldiers and medical workers amid the war with Russia. ""Along with making brides around the globe happy, we are focused on saving our country,"" said Milla Nova's CEO Ulyana Kyrychuk. The CEO said they have already made 1,500 items. 
",business
15,"
Businessman to give away free gas worth $1 million as prices hit record high in US
","US businessman Willie Wilson has announced that he would be giving away $1 million worth of gas free of cost to Cook County residents from March 24 as prices hit record high in the country. Earlier this week, several cars lined up at gas stations after he announced $200,000 worth of free gas at 10 stations in the city.",business
16,"
Wealthy Russians have up to $214 billion stashed in Swiss bank accounts
","Wealthy Russians have stashed up to $214 billion in secretive Swiss bank accounts, the Swiss Bankers Association (SBA) has revealed. However, SBA said the amount of Russian wealth held in Switzerland was small compared with total assets held in the country. Switzerland ""must do everything possible to turn off the money taps"", Social Democrats' co-president Mattea Meyer said.",business
17,"
Russian oligarch's superyacht stuck in Norway as no one is selling it fuel
","A superyacht owned by a Russian oligarch is stuck in a Norwegian port because no one is willing to sell it fuel in protest of the Ukraine war. The Ragnar is valued at $85 million and is owned by Vladimir Strzhalkovsky. Meanwhile, the yacht’s captain said that none of the crew is Russian and that such discrimination is ""extremely unjust"".
",business
18,"
Smoke from a huge fire at Walmart warehouse in US visible from space
","A plume of smoke emitted from a huge fire at a Walmart distribution centre in Plainfield, US, was so vast that it could be seen from space on Wednesday afternoon, Bloomberg said. A clip posted on Twitter by National Weather Service gave a satellite's-eye view of the smoke spreading across the surrounding area. Twenty-four fire departments are fighting the fire.",business
19,"
Fortunes of US oil tycoons jump 10% to $239 billion amid Russia-Ukraine war
","The collective net worth of American oil and gas industrialists jumped nearly 10% to $239 billion since Russia invaded Ukraine on February 24. Harold Hamm, the Co-founder of Continental Resources, moved up 28 places on Bloomberg's list of world's 500 richest people with $18.6 billion fortune. Meanwhile, Freeport LNG's Founder Michael Smith entered the list for the very first time.",business
20,"
Adani Group exploring buying a stake in oil giant Saudi Aramco: Report
","Adani Group is exploring the possibility of buying a stake in oil gaint Saudi Aramco, Bloomberg reported. Billionaire Gautam Adani-led conglomerate has held preliminary talks on a range of potential cooperation and joint investment opportunities with Aramco and Public Investment Fund (PIF), the report said. Adani may offer PIF the opportunity to invest in infrastructure in India, it added.",business
21,"
Best way to get a seat at the table is to pull up a chair: Indra Nooyi
","PepsiCo's former CEO Indra Nooyi said the best way to get a seat at the table is to pull up a chair. In a video posted on LinkedIn, she added, ""Don't wait to be invited because the invitation may never come. Actively seek out opportunities to participate and take every opportunity you can to share your talent and unique perspective.""",business
22,"
800 employees fired by UK ferry firm in a 3-minute pre-recorded Zoom video
","UK ferry company P&O Ferries has fired 800 crew in a three-minute pre-recorded Zoom video, saying that its vessels will now ""be primarily crewed by a third-party crew provider"". ""Your final day of employment is today,"" an executive said in the video. The company has denied claims that it sent security guards with handcuffs to take crew off the ships.",business
23,"
TCS reappoints Rajesh Gopinathan as CEO and MD for five years
","Tata Consultancy Services (TCS) has reappointed Rajesh Gopinathan as its Chief Executive Officer (CEO) and Managing Director (MD) for five years. The company's board has also extended the term of Ganapathy Subramaniam as Chief Operating Officer and Executive Director to May 2024, as per its retirement age policy. Both Gopinathan and Subramaniam have held their respective positions since 2017.",business
24,"
Suzuki Motor to invest ₹9,569 cr for EV production in India: Report
","Japan's Suzuki Motor plans to invest about ₹9,569 crore to produce electric vehicles and batteries in India, Reuters reported citing the Nikkei's report. Suzuki aims to build a new electric vehicle production line in India and start operations as early as 2025. Japanese Prime Minister Fumio Kishida is visiting India on Saturday to meet Prime Minister Narendra Modi. ",business
25,"
Rajeev Ahuja's term as RBL Bank interim MD, CEO extended for 3 more months
","RBI on Thursday extended Rajeev Ahuja's term as RBL Bank interim MD and CEO for three more months with effect from March 25, the bank said. Ahuja was appointed as the interim MD and CEO on December 25 after former chief Vishwavir Ahuja's abrupt exit. In an unusual move, RBI also appointed an Additional Director on the bank's board.",business
26,"
Direct tax collection in FY22 stands at ₹13.63 lakh cr: CBDT chief
","CBDT Chairman JB Mohapatra said direct tax collection for FY22 outmatches revised estimates of ₹12.5 lakh crore after touching ₹13.63 lakh crore. He added that government's cumulative collection through tax deducted at source currently stood at ₹6.79 lakh crore and corporate tax collection stood at ₹7.19 lakh crore. ""The numbers are more than what we expected,"" he said.",business
0,"
Who are the world's 10 richest people & what are their net worths as per Hurun?
","Tesla's Elon Musk is the world's richest person with $205 billion wealth, according to the 2022 M3M Hurun Global Rich List. He's followed by Jeff Bezos with $188 billion wealth and LVMH CEO Bernard Arnault with $153 billion wealth. Bill Gates is the 4th richest person and he's followed by Warren Buffett and Google Co-founders Sergey Brin and Larry Page.",business
1,"
Mukesh Ambani only Indian to enter the top 10 in Hurun Global Rich List 2022 
","Reliance Industries Chairman Mukesh Ambani is the only Indian to feature among the top 10 people on the 2022 M3M Hurun Global Rich List. With a 24% y-o-y increase in wealth, Ambani was ranked 9th among the world's billionaires, with his wealth estimated at $103 billion. Gautam Adani & family ranked 12th globally, with their wealth estimated at $81 billion.",business
2,"
Adani added ₹6,000 crore every week to his wealth in 2021: Hurun
","Adani Group's Chairman Gautam Adani, who ranks 12th on the 2022 M3M Hurun Global Rich List, added an average of ₹6,000 crore every week to his wealth in 2021, Hurun said. With a net addition of $49 billion, Adani added the most amount of wealth among the world's billionaires. Adani & his family's total wealth is estimated at $81 billion.",business
3,"
Hindustan Petroleum buys 2 million barrels of Russian crude oil: Report
","The Hindustan Petroleum Corporation Ltd has bought two million barrels of Russian crude oil, PTI reported on Thursday. This comes after reports claimed that the Indian Oil Corporation (IOC) bought 3 million barrels of crude oil from Russia at a steep discount. IOC reportedly bought Urals crude for May delivery at a discount of $20-25 a barrel to dated Brent.",business
4,"
If Putin is afraid to fight, I'll use only my left hand & I'm not left-handed: Musk
","World's richest man Elon Musk, who challenged Russian President Vladimir Putin to ""single combat"" amid the Russia-Ukraine conflict, tweeted, ""If he (Putin) is afraid to fight, I will agree to use only my left hand and I am not even left-handed."" Musk tweeted this after Putin's ally Ramzan Kadyrov told Musk, ""Don't measure your strength against that of Putin's.""",business
5,"
Crypto produces 17 'known' billionaires worldwide: Hurun Rich List 2022
","Cryptocurrency has produced 17 ""known"" billionaires worldwide, according to the 2022 M3M Hurun Global Rich List. The pack of 17 billionaires is led by Changpeng Zhao, the CEO of the world's largest cryptocurrency exchange, Binance. He's followed by Bahamian cryptocurrency exchange FTX's CEO Sam Bankman-Fried. Brian Armstrong, the CEO of Coinbase, is the world's third-richest crypto billionaire.",business
6,"
Paytm's target price slashed to ₹450 by Macquarie citing 'tough times ahead'
","Macquarie has cut its target price for Paytm's parent company One97 Communications Ltd shares by about 36%, to ₹450 apiece, as it sees ""tough times ahead"" for the company. ""With the RBI raising issues with Paytm Payments Bank and Chinese ownership being over 25%, the probability of Paytm getting a small finance banking licence is significantly lower now,"" Macquarie said.
",business
7,"
Nykaa CEO Falguni Nayar's net worth now 4 times higher than Paytm CEO's
","India's richest self-made woman and Nykaa CEO Falguni Nayar's net worth is now nearly four times higher than that of Paytm CEO Vijay Shekhar Sharma, as per Forbes data. Sharma's fortune briefly fell below $1 billion on Wednesday, but currently stands at $1.1 billion. Meanwhile, Nayar's net worth stands at $4.9 billion. Both their companies went public in 2021.",business
8,"
Musk to exit Miss Universe owner Endeavor's board, firm says 'he has little time'
","World's richest person and Tesla CEO Elon Musk will resign from the board of directors of Endeavor, with effect from June 30, 2022. ""We know he has a lot of demands and little time and we appreciate the support he provided us,"" the company said. Endeavor owns the Ultimate Fighting Championship (UFC) and the Miss Universe pageant.",business
9,"
Woman entrepreneur dies by suicide in balcony after cancer diagnosis in Karnataka
","Female entrepreneur Suma Sathish, who was reportedly the owner of a textile company, allegedly died by suicide in the balcony of her home in Karnataka's Mangaluru in the early hours of Tuesday. Police said she allegedly took the step after being diagnosed with cancer. A case has been registered at Barke Police station.",business
10,"
Investors ₹19 lakh cr richer as Sensex adds over 5,000 points in 8 sessions
","The Sensex added more than 5,000 points and the Nifty50 gained over 1,400 points in the last eight sessions in a row, barring the March 15 trading, making investors ₹19 lakh crore richer, Moneycontrol reported on Thursday. On Thursday itself, investors' wealth increased by ₹4 lakh crore. This comes amid positive global cues, easing commodity prices and declining volatility.
",business
11,"
IDFC FIRST Bank's CEO gifts 5,00,000 shares to family of a deceased colleague
","IDFC FIRST Bank's MD and CEO V Vaidyanathan has gifted 5,00,000 shares of the bank to family members of a deceased colleague. The deceased colleague was ""closely known"" to Vaidyanathan and the shares have been gifted to back the family's education and financial security, the bank said. Earlier, Vaidyanathan gifted shares to five people including his driver and househelp.",business
12,"
Who are India's 10 richest people and what are their net worths as per Hurun?
","Mukesh Ambani is India's richest person and 9th-richest worldwide with $103 billion wealth, as per 2022 Hurun Global Rich List. Adani & family are 2nd-richest in India, followed by HCL Tech's Shiv Nadar & family, Serum Institute's Cyrus Poonawalla and ArcelorMittal's Lakshmi Mittal. DMart's Radhakishan Damani & family are 6th richest in India and SP Hinduja & family 7th richest.",business
13,"
Sensex ends 1,047 points higher at 57,864, logs best week in over a year
","The Sensex jumped 1,047 points on Thursday to close at 57,864 following gains in global markets, a day after US Federal Reserve's first interest rate hike in over three years. The Nifty 50 jumped 312 points to end at 17,287. HDFC and Reliance Industries were among top gainers. The Sensex and Nifty logged their best week in over a year. ",business
14,"
Sensex jumps 1,000 points after US Fed's 1st rate hike in 3 years
","Indian benchmark indices gained over 1.5% on Thursday, tracking gains in the global markets, following the US Federal Reserve's first rate hike in over three years. The Sensex jumped over 1,000 points to trade above 57,800, while the broader Nifty 50 jumped more than 280 points to trade at 17,250 levels. HDFC and Kotak Mahindra Bank were among top gainers.",business
15,"
India has world's 3rd highest number of self-made billionaires: Hurun
","As per the 2022 M3M Hurun Global Rich List, India ranks third in the list of self-made billionaires with 119 such individuals. These individuals have cumulative wealth of $474 billion. China has the most number of self-made billionaires at 1,050, with $3.756 trillion combined wealth, while the US stands second with 523 self-made billionaires, whose combined wealth is $3.554 trillion.",business
16,"
China's richest billionaires gain $71 billion as stocks jump most since 2008
","The combined net worth of China's 75 richest billionaires surged by $71 billion on Wednesday as stocks across Hong Kong and China jumped the most since the 2008 financial crisis. Tencent's Pony Ma, NetEase's William Ding and Pinduoduo's Colin Huang, added over $5 billion each to their net worths, as per Bloomberg Billionaires Index.  ",business
17,"
Reliance's drastic action came as a surprise: Future Retail on stores' takeover
","Future Retail (FRL) has said it's committed to taking all actions ""necessary to seek value adjustments and reversal of takeover of stores"" by Reliance Industries (RIL). RIL's ""drastic and unilateral action"" to takeover stores came as a ""surprise"" to FRL, it added. It also complicated the positive scenario which was building up after the CCI order in December, FRL claimed.",business
18,"
Consumers could lose invested money if they buy crypto assets: EU
","The European Union's securities, banking and insurance watchdogs in a joint statement warned that consumers risk losing all their money invested in cryptocurrency assets and could fall prey to scams. ""Consumers should be alert to the risks of misleading advertisements, including via social media and influencers,"" the authorities said. They also mentioned energy consumption by some assets.",business
19,"
Reliance, Ola Electric win bids under ₹18,100 cr PLI scheme: Reports
","Reliance Industries and Ola Electric will receive incentives under Centre's ₹18,100 crore Production Linked Incentive (PLI) scheme to boost local battery cell production, Reuters reported. Hyundai Motors and Indian jewellery maker Rajesh Exports have also won the bids. Ola Electric and Hyundai will get incentives for 20 Gwh capacity while Reliance and Rajesh Exports have won incentives for 5 Gwh.",business
20,"
SC to hear Amazon's plea for protection of Future Retail's assets on Mar 23
",The Supreme Court will hear Amazon's application seeking relief against the alienation of Future Retail's assets on March 23. Amazon filed the plea after Reliance Industries began taking control of Future Retail's stores across India. The court proposed that Amazon can press for relief during proceedings before the Singapore International Arbitration Centre-governed tribunal.,business
21,"
Moody's slashes India's FY22 GDP growth estimate from 9.5% to 9.1%
","Moody's has slashed India's GDP growth estimate for FY22 from 9.5% to 9.1%. According to the rating agency, the ongoing Russia-Ukraine war is expected to cost India a high fuel and fertiliser import bill in FY22, leading to reduced government spending and a reduction in India's GDP growth. Moody's has projected India's year-end inflation at 6.6% in FY22.",business
22,"
COVID-19 pandemic caused 93 lakh job losses in Southeast Asia: ADB
","Lockdowns imposed due to the COVID-19 pandemic caused 93 lakh job losses in Southeast Asia, Asian Development Bank (ADB) said in a report. The job losses pushed 47 lakh people to extreme poverty last year as inequality widened and movement restrictions hit retail and informal sectors the hardest. ""The pandemic's impact on poverty and unemployment will likely persist,"" ADB said.",business
23,"
I-T Dept recovers ₹20 crore cash in raids on Omaxe's offices: Reports
","The Income Tax Department has recovered ₹20 crore in cash after conducting raids on various offices of realty firm Omaxe Limited, ANI reported. The department has also seized ""accounts and sales documents which show more than ₹200 crore unaccounted transactions of the company"". The raids, which started on Monday, are still underway at 38 out of 45 premises.",business
24,"
66 FDI proposals from neighbouring countries approved since Apr 2020: Govt
","India has received 347 foreign direct investment (FDI) proposals from neighbouring countries since April 2020, Minister of State for Commerce and Industry Som Parkash said. The total value of the proposals is about ₹75,951 crore. The highest number of approved proposals, at eight, were from the electronics sector, followed by the automobile and chemicals sectors at seven and five respectively.",business
25,"
Starbucks CEO to step down, Founder Howard Schultz to return as interim CEO
","Starbucks CEO Kevin Johnson will step down from his role on April 4 and Founder Howard Schultz will take over as interim CEO, the company announced on Wednesday. ""I feel this is a natural bookend to my 13 years with the company,"" Johnson said. He will continue in an advisory role to the company and its board through September.",business
26,"
Ex-Fortis Healthcare Promoter Shivinder Singh's interim bail plea rejected by SC
","The Supreme Court on Wednesday rejected former Fortis Healthcare Promoter Shivinder Singh's interim bail plea in a money laundering case, NDTV reported. Singh, who was arrested in December 2019, is accused of misappropriating ₹2,397 crore of Religare Finvest Limited's funds. Taking note of ""serious allegations"" and Singh being a ""flight risk"", SC rejected the interim bail plea.",business
