,Title,Content,Category
10,"
AIMIM is working at the behest of BJP: Mallikarjun Kharge 
","Congress leader Mallikarjun Kharge has accused AIMIM of working at the behest of BJP and has rejected any possibilities of an alliance with the Asaduddin Owaisi-led political outfit. ""Congress has not received any proposal (of an alliance),"" Kharge said. He added that ""there is a need to be cautious of such parties which attempt to defeat secular parties"".",politics
11,"
SBSP on wrong track with Samajwadi Party: BJP leader
","UP BJP Vice President Daya Shankar Singh said Suheldev Bhartiya Samaj Party (SBSP) is on the ""wrong track"" with the Samajwadi Party. He added that only BJP can help SBSP achieve its goals. Singh also said SBSP chief OP Rajbhar has been raising issues of the most backward communities and BJP works for taking the weaker sections ahead.",politics
12,"
BJP announces 6 more names, completes list for all 36 UP MLC seats
","After announcing candidates on 30 seats, BJP has now announced candidates on six more seats for the upcoming UP Legislative Council elections in which 36 MLC seats will be contested. The BJP's list comprises of several defectors including those from BSP, SP and Congress. Currently, BJP has 35 MLCs while SP has 17 MLCs in the 100-member UP Legislative Council. ",politics
13,"
Loyalty must be considered while naming Punjab Cong chief: Bajwa
","Punjab Congress leader Pratap Singh Bajwa on Monday said that the appointment of the next state party chief should be based on loyalty, seniority and capability. ""I leave everything to the party's high command, three factors need to be looked after,"" he added. Bajwa submitted his resignation as a Rajya Sabha member after being elected to the Punjab Assembly.",politics
14,"
Past 5 yrs saw disconnect between people of Punjab, govt: Governor
","The past five years saw a serious disconnect between the people of Punjab and the government as they considered themselves ""masters"" and the public their ""servile subjects,"" said Governor Banwarilal Purohit on Monday. He also highlighted Aam Aadmi Party's plan for the next five years, adding that the party has a ""zero-tolerance policy towards corruption.""",politics
15,"
Doesn't matter if 32 or 50 people die after having spurious liquor In Bihar: JDU MLA
","Janata Dal (United) MLA Gopal Mandal said, ""It doesn’t matter if 32 people die or 50 after consuming spurious liquor in Bihar."" Bihar CM Nitish Kumar has closed all liquor shops in the state long ago, Mandal added. ""Senior police officers are connected to liquors smugglers for their personal benefits,"" Mandal stated.",politics
16,"
Will try to better my 2nd inning of politics: Supriyo on Bengal by-polls
","Ahead of West Bengal Assembly by-elections, Trinamool Congress (TMC) leader Babul Supriyo said on Monday that he'll try to better his ""second inning of politics"". Supriyo, who is TMC's candidate from the Ballygunge seat, filed his nomination for the polls today. Supriyo had resigned as Union Minister and BJP's MP from Asansol in 2021 citing ""politics of hatred"" as reason.",politics
17,"
Nadda arrives in Imphal ahead of N Biren Singh's oath taking ceremony
","BJP National President JP Nadda arrived in Imphal on Monday, ahead of the swearing-in ceremony of Manipur CM- designate N Biren Singh. He is going to be the CM of Manipur for the second time, the BJP announced on Sunday. Singh was unanimously elected as the CM in the Manipur BJP legislature party meeting in Imphal.",politics
18,"
UP among 3 poorest states as per NITI Aayog’s ranking: Akhilesh
","SP chief Akhilesh Yadav said under the BJP government, Uttar Pradesh is among the three poorest states in India as per NITI Aayog's multidimensional poverty index. ""[UP] ranks third in terms of malnutrition rate,"" Yadav said. Adding that UP ranks last in the child and adolescent mortality rate category, he said, ""These are the badges of failure of BJP government.""",politics
19,"
Manipur CM lists govt's 3 priorities after taking oath for 2nd term
","Manipur CM N Biren Singh on Monday listed his government's three priorities after taking oath for his second consecutive term as Chief Minister. He said his government's ""primary duty [is to] wash out corruption from the state"". He added that his second and third priorities are to ""wash out any kind of drug-related matter"" and bring ""insurgents...to the negotiating table"".",politics
20,"
Agencies running under BJP dictatorship: Abhishek on ED probe
","TMC MP and Bengal CM Mamata Banerjee's nephew Abhishek Banerjee has claimed that investigating agencies are functioning under BJP's dictatorship. His statement came after he was questioned by Enforcement Directorate (ED) for eight hours over the coal scam in West Bengal. ""Since they're failing to take on TMC democratically, they're using...central agencies to scare the opposition,"" Banerjee added.",politics
21,"
Abhishek being harassed by Centre: TMC as ED questions him
","After TMC MP Abhishek Banerjee was questioned by Enforcement Directorate in a money laundering case linked to Bengal coal scam on Monday, party spokesperson Kunal Ghosh claimed Banerjee is being harassed by the union government. BJP is controlling agencies like CBI and ED, Ghosh said. He also asked why BJP's Suvendu Adhikari wasn't questioned in cases he was named in.  ",politics
22,"
Uttarakhand will make rapid progress under Dhami: Rajnath Singh
","Defence Minister and senior BJP leader Rajnath Singh congratulated Pushkar Singh Dhami on being chosen as Uttarakhand Chief Minister on Monday. While talking to media outside the party's office in Dehradun, he said, ""I'm confident that under his leadership Uttarakhand will make rapid progress."" Dhami will be taking over the reins of the state for the second time.",politics
23,"
Nationalism infused in J&K post abrogation of Article 370: Kailash Vijayvargiya
","BJP leader Kailash Vijayvargiya on Monday said that the social and political ecosystem of Jammu and Kashmir is being improved post the abrogation of Article 370. ""The sense of nationalism has been infused in the hearts of the people of Jammu and Kashmir by the government,"" said Vijayvargiya before watching the movie 'The Kashmir Files'.",politics
24,"
S Phangnon Konyak to be Nagaland's first woman Rajya Sabha MP
","BJP leader S Phangnon Konyak is set to become the first woman Rajya Sabha MP from Nagaland after winning the Rajya Sabha seat on Monday. ""Women comprise 50% of the electorate. While Naga women have been very actively involved in politics, they haven't been forthcoming to contest the elections,"" she said. Konyak is the second Naga woman parliamentarian.",politics
25,"
Cong doesn't politicise religion or caste: Kharge on Azad's remark
","Congress leader Mallikarjun Kharge said on Monday that the party doesn't engage in politicising religion or caste and added that no other party should do it either. Kharge's remark came a day after fellow Congress leader Ghulam Nabi Azad said that all parties divide people on a religious and caste basis, which Kharge has termed Azad's ""personal view"".",politics
26,"
Punjab Vidhan Sabha proceedings will now be telecast live: CM Mann
","Punjab Chief Minister Bhagwant Mann on Monday said proceedings of the state's Vidhan Sabha will now be telecast live. In his maiden address to the House after Kultar Singh Sandhwan's election as the Speaker, Mann said, ""From now on, nobody will need to make a video without permission and face Privilege proceedings. The media will also get audio and videos."" ",politics
27,"
AAP nominates Harbhajan Singh, Raghav Chadha, IIT prof for RS from Punjab
","Former cricketer Harbhajan Singh, IIT professor Sandeep Pathak, Delhi MLA Raghav Chadha and Lovely Professional University (LPU) Chancellor Ashok Mittal and industrialist Sanjeev Arora are the Aam Aadmi Party's (AAP) nominees for Rajya Sabha, party officials confirmed. The Rajya Sabha elections will be held on March 31. The party had won 92 of Punjab's 117 seats in the Assembly elections.",politics
28,"
AAP MLA Kultar Sandhwan unanimously elected Punjab Assembly Speaker
","Two-time Aam Aadmi Party (AAP) MLA Kultar Singh Sandhwan was unanimously elected as the Speaker of the 16th Punjab Legislative Assembly in Chandigarh on Monday. Mann, who had proposed Sandhwan's name in the House, congratulated him and said, ""I hope you will give equal opportunity to everyone."" Mann also urged the 46-year-old Speaker to allow live proceedings of the House.",politics
29,"
All parties, including mine, divide people: Congress' Ghulam Nabi
","Congress leader Ghulam Nabi Azad, speaking at an event in Jammu on Sunday, said that all political parties, including his own, create divisions among the people along caste and religious lines. He added, ""Civil society should stay together. Justice must be given to everyone irrespective of caste and religion."" His remarks came amid the ongoing controversy over 'The Kashmir Files'.",politics
30,"
PM chairs meeting over govt formation in UP, U'khand, Goa: Reports
","PM Narendra Modi chaired a meeting at his residence on Sunday over the government formation in Uttar Pradesh, Uttarakhand and Goa, as per reports. Union Ministers Amit Shah and Rajnath Singh, BJP National General Secretary (organisation) BL Santhosh, party President JP Nadda were reportedly present. Yogi Adityanath will take oath as UP CM for the second term on March 25.",politics
31,"
Thieves break into BJP MP's Chhattisgarh home on Holi, steal ₹1 lakh
","Thieves broke into the residence of BJP Rajya Sabha MP Ramvichar Netam in Chhattisgarh's Ambikapur on Holi on Friday and stole ₹1 lakh, police said on Sunday. A senior police officer said that guards of his residence are being questioned. He added that the police are investigating the matter.
",politics
32,"
BJP promoting 'The Kashmir Files' to win Guj, Raj elections: Raut
","Shiv Sena MP Sanjay Raut on Sunday accused the BJP of promoting 'The Kashmir Files' with an eye on the forthcoming Assembly polls in Gujarat and Rajasthan. He added that an attempt has been made in the film to suppress several ""harsh truths"". The film has been brought to the screen with inspiration from the Sangh Parivar (RSS), he claimed. ",politics
33,"
My tenure as Goa CM is over, will gladly accept duty given: Sawant
","Ahead of BJP's legislature party meeting in Goa, state's caretaker CM Pramod Sawant has said he'll ""gladly accept"" whatever responsibility BJP gives him. ""My...tenure has come to an end...I'm happy that I was able to get 20 seats for [BJP],"" he said. The decision about the swearing-in ceremony of the next CM will be taken on Monday, Sawant had said.",politics
34,"
Will ensure stability: Nirmala on Biren Singh being Manipur CM again
","Union Finance Minister Nirmala Sitharaman on Sunday termed the unanimous election of N Biren Singh as Manipur's CM for a second term a ""good decision"". ""It'll ensure that Manipur has a stable and responsible government,"" she added. Singh was elected as CM in BJP's legislature party meeting in Imphal, 10 days after BJP won 32 Assembly seats in Manipur elections.",politics
35,"
Nashik Police to summon Rajasthan CM's son in cheating case
","Nashik Police has said that it'll summon 14 accused in a cheating case, including Rajasthan’s Chief Minister Ashok Gehlot's son Vaibhav Gehlot, for questioning this week. This comes after a complaint was filed by a Nashik-based businessman on March 17 who claimed that he was lured into investing in a company with which Vaibhav was allegedly affiliated. ",politics
36,"
Our Hindutva not like BJP, Shiv Sena won't ally with AIMIM: Maha CM
","Maharashtra Chief Minister Uddhav Thackeray said that Shiv Sena will not form an alliance with Asaduddin Owaisi and All India Majlis-e-Ittehadul Muslimeen, adding that his party's Hindutva is not like BJP. He also asked Shiv Sena's members to be ready to defeat BJP. Shiv Sena MP Sanjay Raut on Saturday called AIMIM the ""B team"" of the BJP. ",politics
37,"
Saffron flag may become national flag if Hindus unite: RSS leader
","RSS leader Kalladka Prabhakar Bhat said if Hindus unite, the ""Bhagwa Dwaj"" (saffron flag) may become the national flag. ""It can and should happen if Hindu Samaj comes together,"" Bhat said. ""If a majority of people vote in Parliament and Rajya Sabha in favour of changing the National Flag, then the flag can be changed,"" Bhat stated.",politics
38,"
BJP MP gives Zero Hour notice in Rajya Sabha demanding Uniform Civil Code
","BJP MP Harnath Singh Yadav on Monday submitted a Zero Hour notice in Rajya Sabha demanding the implementation of Uniform Civil Code (UCC) in the country. Notably, the party had promised to bring UCC in Uttarakhand ahead of the assembly elections. Months ago, the Centre had told Delhi High Court that there is no immediate plan to implement UCC.",politics
39,"
Punjab govt forms new SIT in SAD leader Majithia's drug case
",The newly-formed Punjab government has formed a new Special Investigation Team (SIT) to probe Shiromani Akali Dal (SAD) leader Bikram Singh Majithia in a drug case. The four-member SIT will be headed by Assistant Inspector General of Police Rahul S. Majithia is currently lodged in the Patiala jail as his judicial custody was earlier extended till March 22.,politics
40,"
Merger of LJD with RJD was demand of people: Tejashwi Yadav
","Rashtriya Janata Dal (RJD) leader Tejashwi Yadav welcomed the move of Sharad Yadav-led Loktantrik Janata Dal (LJD) to merge with his party on Sunday. The Bihar Assembly's Leader of Opposition said, ""The decision (merging of LJD into RJD) taken by Sharad Yadav was the demand of the people."" Tejashwi also made calls for a united opposition front to defeat BJP.",politics
41,"
AIUDF to back Congress' Ripun Bora in Rajya Sabha biennial polls
","All India United Democratic Front (AIUDF) will back Congress' Ripun Bora in upcoming Rajya Sabha biennial elections, AIUDF's leader Aminul Islam has said. ""We went to Delhi, where we had a meeting with Congress high command...Sonia Gandhi requested AIUDF chief...to support [Bora]...We agreed,"" he added. Congress has named Ripun Bora as its candidate from Assam for elections on March 31.",politics
42,"
BJP to fulfil promise of liberating Pakistan occupied Kashmir: Jitendra Singh
","Union Minister Jitendra Singh said PM Narendra Modi-led BJP government will fulfil its promise to liberate Pakistan occupied Kashmir (PoK) just like it fulfilled its promise of abrogating Article 370. ""When BJP promises something, it fulfils…Parliament passed a resolution unanimously in 1994, emphasising that Pakistan must vacate parts of J&K under its illegal occupation,"" Singh added.",politics
43,"
How can I be an outsider if PM can contest from Varanasi: Sinha
","TMC candidate for Asansol Shatrughan Sinha on Sunday questioned the BJP's allegation that he is an ""outsider from Bihar"", saying, ""How can I be an outsider if PM Narendra Modi who comes from Gujarat [can] contest from Kashi (Varanasi)."" Furthermore, he praised West Bengal CM Mamata Banerjee and called her a ""historic leader in true sense and a tigress"". ",politics
44,"
No objection to teaching Bhagavad Gita in schools: Siddaramaiah
","Former Karnataka CM and Leader of Opposition Siddaramaiah said that he does not have any objections to teaching the Bhagavad Gita in schools. ""Children are taught Bhagavad Gita, Ramayana and Mahabharata at home as well. Moral education should be taught to children,"" Siddaramaiah added. ""The country believes in a pluralistic society and we believe in harmony and tolerance,"" he stated.",politics
45,"
Attempts being made to divide the country once again: Mehbooba
","Former Jammu and Kashmir Chief Minister Mehbooba Mufti on Sunday said that attempts are being made to divide the country once again on communal lines. ""If we allow this religious division to happen, the sacrifice of freedom fighters like Bhagat Singh will go in vain. Therefore, do not allow Gandhi to die once again,"" she further said. ",politics
46,"
 AAP's Gopal Rai inaugurates new party office in Chhattisgarh
","Aam Aadmi Party (AAP) leader Gopal Rai inaugurated a new party office in Chhattisgarh's Raipur on Sunday. ""We've been receiving...calls from...people of the state to join the party,"" said Rai who'll be participating in 'Vijay Yatra' in the capital on Monday to mark AAP's victory in Punjab. The party is reportedly planning to contest the Chhattisgarh assembly elections next year.",politics
47,"
Abhishek Banerjee to appear before ED in coal scam case tomorrow
","TMC MP Abhishek Banerjee will appear before ED in Delhi in the coal scam case on Monday. At the Kolkata airport, he said, ""BJP government is taking on TMC by using Central agencies. We've defeated them and they cannot digest this."" He added, ""I'm ready to bow down before the power of people but not before the people in power.""",politics
48,"
Cong holds 'Tiranga Yatra' in MP, observes 'Samvidhan Samman Diwas'
","The Congress Committee in Madhya Pradesh's Indore took out a 'Tiranga Yatra' on Sunday to mark two years since the day Kamal Nath resigned as CM after his government was toppled. Party workers shouted anti-BJP slogans while observing the day as 'Samvidhan Samman Diwas'. ""BJP had insulted...Constitution by forming...government by horse-trading,"" City Congress president Vinay Bakliwal said.",politics
49,"
Cong doesn't know many of its MLAs will join BJP: Sarma on RS polls
","Ahead of Rajya Sabha elections for two seats in Assam, state CM Himanta Biswa Sarma on Sunday said that ""Congress doesn't know that many of their MLAs are going to join the BJP."" He added that ""candidates are not bound to follow the whip issued in the party"" in these polls. ""We'll manage to get both the seats,"" he asserted.",politics
50,"
Decision on swearing-in of Goa CM to be taken tomorrow: Sawant
",Goa caretaker CM Pramod Sawant said the decision about the swearing-in ceremony of the next CM will be taken during a legislature party meeting on Monday. Sawant and his party colleague Vishwajit Rane met Union Home Minister Amit Shah in Delhi on Saturday. Union Ministers Narendra Singh Tomar and L Murugan are observers to oversee government formation in the state.,politics
51,"
Section 144 imposed in Nizamabad after clash over new Shivaji statue
",Telangana government imposed Section 144 in the Nizamabad district on Sunday after members of two political groups clashed over the installation of a statue of Chhatrapati Shivaji Maharaj. The order is said to have been imposed in the Bodhan town to prohibit further escalation of the matter. Activists of both parties reportedly pelted stones at each other during the clash.,politics
52,"
State govt hoarded 'tuvar dal', over 70 lakh people affected: Cong
","The Gujarat government, along with black marketers, has hoarded 'tuvar dal' supply for the past four months, the Congress said on Sunday. Gujarat Pradesh Congress Committee (GPCC) spokesperson Manish Doshi accused the state government of not providing 'tuvar dal' to over 70.81 lakh beneficiaries, adding that several claims about distributing food grains at cheaper rates were made in the past. ",politics
53,"
PM Modi has given respect to North-Eastern states: Tripura CM 
","Tripura Chief Minister Biplab Kumar Deb on Sunday said PM Narendra Modi ""has given respect to the North-Eastern states"". ""All the Chief Ministers of the North-East region have been tied into the same string of development,"" Deb said. He added that only after PM Modi came to power did Chief Ministers of small states get ""equal importance and patient hearing"".",politics
54,"
Sharad Yadav merges his LJD party with Lalu's RJD after parting ways 25 yrs ago
","Former Union Minister Sharad Yadav on Sunday merged his Loktantrik Janata Dal (LJD) party with Lalu Prasad Yadav-led Rashtriya Janata Dal (RJD) in Delhi. The two leaders had parted ways 25 years ago. ""Merger of our party with RJD is first step towards Opposition unity. It's imperative that whole Opposition gets united across India to defeat BJP,"" Sharad said.",politics
55,"
N Biren Singh to be Chief Minister of Manipur for 2nd time: BJP
","N Biren Singh is going to be the Chief Minister of Manipur for the second time, the BJP announced on Sunday. Singh was unanimously elected as the CM in the Manipur BJP legislature party meeting in Imphal. BJP's announcement comes 10 days after the party won 32 out of 60 Assembly seats in Manipur.",politics
56,"
Some films inspire change, Kashmir Files incites hate: Cong's Jairam
","Senior Congress leader Jairam Ramesh on Saturday criticised the newly-released 'The Kashmir Files' and said that while some films inspire change, the Vivek Agnihotri directorial incites hate. ""Truth can lead to justice, rehabilitation, reconciliation and peace. Propaganda twists facts, distorts history to whip up anger and promote violence,"" he tweeted. Several BJP members have lauded the movie.  ",politics
57,"
Bengal BJP MP claims bomb hurled at his car after watching 'The Kashmir Files'
","Jagannath Sarkar, BJP MP from West Bengal's Ranaghat, has alleged that a bomb was hurled at his car while he was returning after watching the film 'The Kashmir Files'. ""We escaped the bomb narrowly. No one is secure in Bengal...Democracy has been toppled by the state government,"" he said. Sarkar added that President's rule should be imposed in the state.",politics
58,"
What's wrong with saffronising education, shed colonial mindset: VP
","Vice President M Venkaiah Naidu said the government is accused of saffronising education but ""what is wrong with saffron"". ""We must give up our colonial mindset and teach our children to take pride in their Indian identity,"" he said. He also called for rejecting Macaulay's system of education in the 75th year of Independence. He made the comments in Haridwar. ",politics
59,"
25,000 jobs to be notified in 1 month: Punjab CM after cabinet meet
","Punjab CM Bhagwant Mann presided over his first cabinet meeting on Saturday and later said the cabinet passed a proposal to issue 25,000 government job notifications in one month. This includes 10,000 vacancies in Punjab Police and 15,000 vacancies in other government departments. ""As we promised...job opportunities...will be the top priority of the AAP government,"" Mann said. ",politics
60,"
Unfortunate that Congress didn't call it a genocide: Anupam on 'The Kashmir...'
","Actor Anupam Kher, who starred in 'The Kashmir Files', reacted to the Congress' remark wherein they said that the Kashmiri Hindus cannot be classified as ""internally displaced persons"". He said, ""It is unfortunate that the ruling government of that time did not think of protecting or of not calling it a genocide."" ""It is a genocide...It's not fiction,"" he added.",politics
61,"
You'll have to work 30 hours a day: Kejriwal to Punjab MLAs
","AAP National Convenor Arvind Kejriwal on Sunday told Punjab MLAs to work hard and fulfil targets set by Punjab CM Bhagwant Mann. ""A day of 24 hours won't be enough. You'll have to work 30 hours a day,"" Kejriwal said. ""If you don't meet the targets, then people will say change the minister...[then] we'll have no option,"" he added.",politics
62,"
Ready to ally with Cong or NCP; not 'B' team of BJP: AIMIM MP
","Aurangabad MP and AIMIM leader, Imtiaz Jaleel, has said that his party is willing to ally with the NCP and Congress for civic polls in Maharashtra. Jaleel said that it is always alleged that BJP wins because of AIMIM splitting votes. Jaleel added that to prove AIMIM is not a 'B' team of BJP, he ""proposed...for the alliance"".
",politics
63,"
Blaming Gandhi family alone for election debacle is not right: Kharge
","Congress leader Mallikarjun Kharge on Saturday said that blaming just the Gandhi family for Congress' performance in the elections is not right. Kharge said, ""We've always wanted that everyone should come together to strengthen the party...We're all responsible, mentioning the Gandhi family alone is not right."" This comes after Congress' loss in the recently held Assembly elections in five states.",politics
64,"
We want democratic 'Khela Hobe' in WB, says BJP's Keya Ghosh
","The BJP's candidate for Ballygunge Assembly by-polls, Keya Ghosh, on Saturday said they ""don't want 'Khela Hobe' of murdering people but democratic 'Khela Hobe'"". Her remark was in reference to TMC's slogan 'Khela Hobe' (Game's on). Commenting further about TMC candidate Babul Supriyo she said, ""Earlier, he asked for votes for BJP and now he'll ask...against...People will laugh at him.""",politics
65,"
BJP luring 10 Gujarat Congress MLAs, claims Rajasthan CM's adviser
","Sanyam Lodha, an adviser to Rajasthan CM Ashok Gehlot, has claimed that BJP is allegedly trying to lure 10 Gujarat Congress MLAs ahead of the state elections later this year. ""Number may eventually be more than 10... I had warned (Congress' Gujarat in charge) Raghu Sharma a month ago but there was no response, so I tweeted,"" Lodha said. ",politics
66,"
Uttarakhand MLAs to take oath tomorrow: BJP state chief
","Uttarakhand BJP head Madan Kaushik has claimed that all newly elected members of the state Legislative Assembly will take oath on Monday. ""All newly elected members...will take oath at 11 am in Vidhan Sabha tomorrow,"" said Kaushik. He further informed that the state's CM will be announced after the meeting of the Legislative Party in the evening.",politics
67,"
BJP's Kirit Somaiya alleges ₹1,000 cr scam by Shiv Sena leaders in Mumbai
","BJP leader Kirit Somaiya claimed of exposing ₹1,000 crore scam alleging that Shiv Sena leader Yashwant Jadhav and his wife, an MLA, Yamini Yashwant bought 36 old buildings in Mumbai in the past two years. ""₹1,000 crore scam exposed, I am confident of actions by ED, Company Ministry, Income Tax Department in next few days,"" the BJP leader tweeted. ",politics
68,"
Target is 2024 LS polls, needs more hard work: Mulayam to SP cadre
","SP patriarch Mulayam Singh Yadav has addressed the party workers by saying that the next ""target is 2024"" general elections and will require ""more hard work and strengthening of the party"". Speaking at a Holi gathering in Saifai, Yadav praised the workers for their effort which helped SP in getting its highest vote share ever in the UP Assembly elections. ",politics
69,"
Whole country is talking about Punjab CM Bhagwant Mann & his works: Kejriwal
","AAP national convenor Arvind Kejriwal addressed Punjab AAP MLAs on Sunday and said that the whole country is talking about CM Bhagwant Mann and his works. ""Compensation for crops damaged in October has been released and farmers will get cheques in the coming days. You have done good work within three days of forming the government,"" Kejriwal added.",politics
70,"
Ghulam Nabi Azad meeting Sonia is a good sign: Mallikarjun Kharge
","Congress leader Mallikarjun Kharge on Saturday said that G-23 leader Ghulam Nabi Azad meeting party President Sonia Gandhi was a good sign as Azad said he wants to strengthen the party. He added, ""Azad has been in the party for years. He knows everything...He met Sonia Gandhi. He has spoken about keeping the party together."" ",politics
71,"
India may soon top hate and anger charts: Rahul Gandhi
","Citing India's global ranking on various parameters, Congress leader Rahul Gandhi on Saturday tweeted that India may soon ""top the Hate and Anger charts!"". ""Hunger Rank: 101, Freedom Rank: 119, Happiness Rank: 136,"" he wrote in the tweet. Notably, Rahul Gandhi's comment comes after India moved up three spots this year in the UN-sponsored World Happiness Report.",politics
72,"
All not well in BJP, says Digambar Kamat on delay in govt formation in Goa
","Goa Leader of Opposition Digambar Kamat said that even after a week’s time since the Assembly poll results were declared in Goa, there has been a delay in swearing-in the new government which indicates that ""all is not well in BJP"". ""The people of Goa are deprived of a government to govern the state,"" Kamat added. ",politics
73,"
Baseless allegations made due to Raj polls next yr: Vaibhav Gehlot
","President of the Rajasthan Cricket Association Vaibhav Gehlot has dismissed the allegations levelled at him of duping a Nashik resident. ""Rajasthan Assembly polls (are) scheduled to be held next year. So, these kinds of baseless allegations will be levelled at me,"" said Gehlot. The FIR was lodged against 16 people, including Gehlot, at the Gangapur Police Station in Nashik.",politics
74,"
No governance in Bihar but circus without ringmaster: Manoj Jha
","RJD leader Manoj Kumar Jha said there is no governance in Bihar but a ""circus"" and that too without a ""ringmaster"". The people of Bihar are suffering in the ongoing circus, he added. Jha alleged that the Bihar government has lost credibility amongst the people and the administrative officers are not under the control of the government.",politics
75,"
Telangana's veteran CPI(M) leader Mallu Swarajyam passes away at 91
","Telangana's veteran communist leader Mallu Swarajyam passed away due to multiple organ failures in Hyderabad on Saturday. The 91-year-old CPI(M) member participated in the Telangana People's Armed Struggle (1946-51) against feudal lords and Razakars during the Nizam rule. As a candidate of CPI(M), she was elected to the state Assembly of undivided Andhra Pradesh for two terms (1978 and 1983).",politics
76,"
SP-ally Rajbhar denies meeting Shah, says 'old pic' circulating
","Suheldev Bhartiya Samaj Party (SBSP) chief OP Rajbhar, an ally of SP, has denied reports of him meeting Union Home Minister Amit Shah. ""Those are old photos. Someone can repost the old photos and say whatever they want,"" said Rajbhar. ""The reports are baseless. Neither did I go to Delhi nor did I meet anyone,"" Rajbhar added.  ",politics
77,"
We are not opposing moral education: Ex-K'taka CM Siddaramaiah
","Leader of the Opposition in the Karnataka Legislative Assembly and former Chief Minister Siddaramaiah on Saturday said, ""We're not opposing moral teachings. We believe in the constitution and secularism.""  ""Let the government teach Bhagavad Gita, Quran or Bible as part of moral education,"" he added. ""We don't have any objection, provided children get quality education,"" he further said.",politics
78,"
AIMIM is BJP's 'B team' which was proved in UP polls: Sanjay Raut
","Shiv Sena MP Sanjay Raut on Saturday dubbed Asaduddin Owaisi-led AIMIM as the ""B team"" of BJP. ""The AIMIM has a secret alliance with the BJP which was proved in Uttar Pradesh and West Bengal elections,"" he said. Raut also rejected the suggestion of AIMIM to be part of the Maha Vikas Aghadi (MVA) alliance in Maharashtra.",politics
